FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
0,"7,494,529",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,710,908",1,1,1,1,1,1,"148,808","1,542,938","1,717,105","9,032,299",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,725,968","1,291,918","0,7352687","0,3083624",2,1,"2,491,829","1,681,991","188,237","0,000128152",1,1,1,Normal
0,"7,496,099",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,706,902",1,1,1,1,1,1,"148,808","1,542,938","1,717,489","9,025,378",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,725,968","1,291,918","0,7352687","0,3083624",2,1,"249,263","1,681,991","188,237","0,000128152",1,1,1,Normal
0,"7,496,884",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"870,53",1,1,1,1,1,1,"148,808","1,542,938","171,813","9,022,687",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,725,968","1,284,232","0,7352687","0,3083624",2,1,"2,492,951","1,762,086","1,883,171","0,000128152",1,1,1,Normal
0,"7,497,669",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,708,905",1,1,1,1,1,1,"148,808","1,542,938","1,719,412","9,015,765",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,725,968","1,288,715","0,7352687","0,3083624",2,1,"2,493,912","1,762,086","1,883,171","0,000128152",1,1,1,Normal
0,"7,498,062",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,707,303",1,1,1,1,1,1,"148,808","1,542,938","1,719,412","901,615",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,730,197","1,290,893","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,883,171","0,000128152",1,1,1,Normal
0,"7,498,062",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,708,905",1,1,1,1,1,1,"148,808","1,542,938","1,719,412","9,013,843",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","128,436","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,498,455",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"870,53",1,1,1,1,1,1,"148,808","1,542,938","1,719,412","9,009,613",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","1,279,365","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,496,884",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,705,701",1,1,1,1,1,1,"148,808","1,542,938","1,719,412","900,423",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","1,270,014","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,497,669",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,719,412",900,1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","1,262,073","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"750,238",1,1,1,"2,634,581","845,059","3,188,157",0,1,1,1,1,1,"2,003,969",0,"8,706,101",1,1,1,1,1,1,"148,808","1,542,938","1,721,975","899,577",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","1,261,944","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,499,632",1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,542,938","1,721,975","8,988,464",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","1,272,064","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,500,024",1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,707,303",1,1,1,1,1,1,"148,808","1,542,938","1,721,975","8,984,235",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","1,284,745","0,7352687","0,3083624",2,1,"2,495,033","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,500,417",1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,721,975","8,981,927",1,2,1,1,2,"1,438,605","2,637,785","1,222,763","1,731,479","129,576","0,7352687","0,306761",2,1,"2,494,553","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,"7,500,417",1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,703,298",1,1,1,1,1,1,"148,808","1,542,938","1,721,975","8,981,158",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,728,916","1,301,652","0,7352687","0,306761",2,1,"2,494,553","1,762,086","1,884,453","0,000128152",1,1,1,Normal
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,703,298",1,1,1,1,1,1,"148,808","1,542,938","1,721,975","8,977,313",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,728,916","1,301,652","0,7352687","0,306761",2,1,"2,493,111","1,762,086","1,884,453","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,703,298",1,1,1,1,1,1,"148,808","1,542,938","172,095","8,974,238",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,728,916","1,305,367","0,7352687","0,306761",2,1,"2,493,111","1,762,086","1,884,453","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,701,696",1,1,1,1,1,1,"148,808","1,542,938","1,720,565","8,971,161",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,730,454","1,311,772","0,7352687","0,306761",2,1,"2,493,111","1,762,086","1,884,453","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,702,096",1,1,1,1,1,1,"148,808","1,542,938","1,720,565","8,967,316",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,730,838","1,311,772","0,7352687","0,306761",2,1,"2,495,834","1,762,086","1,884,453","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,700,894",1,1,1,1,1,1,"148,808","1,542,938","1,720,565","8,965,009",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,730,838","1,297,682","0,7352687","0,306761",2,1,"2,495,834","1,762,086","1,884,453","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,721,078","8,961,164",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,730,838","1,285,641","0,7352687","0,306761",2,1,"2,495,834","1,762,086","1,884,453","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"869,809",1,1,1,1,1,1,"148,808","1,542,938","1,721,719","8,956,934",1,2,1,1,2,"1,436,298","2,637,785","1,222,763","1,731,351","1,265,659","0,7352687","0,306761",2,1,"2,496,315","1,762,086","1,886,055","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,702,096",1,1,1,1,1,1,"148,808","1,542,938","1,721,719","8,954,243",1,2,1,1,2,"1,436,298","2,637,785","1,234,299","1,731,351","1,261,688","0,7352687","0,306761",2,1,"2,497,116","1,762,086","1,887,016","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,700,894",1,1,1,1,1,1,"148,808","1,542,938","1,721,719","8,950,397",1,2,1,1,2,"1,436,298","2,637,785","1,234,299","1,730,197","1,274,753","0,7352687","0,306761",2,1,"2,497,116","1,762,086","1,887,016","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,721,719","8,946,168",1,2,1,1,2,"1,435,529","2,637,785","1,234,299","1,728,659","1,288,203","0,7352687","0,306761",2,1,"2,497,116","1,762,086","1,887,016","0,000128152",1,1,1,Attack
0,"7,492,174",1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,30,1,1,"2,003,969",0,"8,700,894",1,1,1,1,1,1,"148,808","1,542,938","1,721,719","8,942,707",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,728,659","1,291,277","0,7352687","0,306761",2,1,"2,497,116","1,762,086","1,887,016","0,000128152",1,1,1,Attack
0,"7,492,174",1,1,1,"2,634,581","8,447,706","3,188,926",0,1,1,30,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,721,719","8,936,939",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,728,659","1,291,789","0,7352687","0,306761",2,1,"2,497,116","1,762,086","1,887,016","0,000128152",1,1,1,Attack
0,"7,494,529",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,101",1,1,1,1,1,1,"148,808","1,542,938","1,720,693","8,937,708",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,728,659","1,297,041","0,7352687","0,306761",2,1,"2,497,116","1,762,086","1,887,016","0,000128152",1,1,1,Normal
0,"7,492,567",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,705,701",1,1,1,1,1,1,"148,808","1,542,938","1,719,924","8,938,862",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","172,725","1,300,243","0,7352687","0,3072735",2,1,"2,495,834","1,762,086","1,885,254","0,000128152",1,1,1,Normal
0,"7,490,996",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,703,298",1,1,1,1,1,1,"148,808","1,542,938","171,813","8,931,171",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","172,725","1,311,259","0,7352687","0,3072735",2,1,"2,493,591","1,762,086","1,883,331","0,000128152",1,1,1,Normal
0,"7,494,136",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,717,874","8,925,019",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","172,725","1,304,855","0,7352687","0,3072735",2,1,"2,493,591","1,569,859","1,883,331","0,000128152",1,1,1,Normal
0,"7,494,136",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,701,696",1,1,1,1,1,1,"148,808","1,542,938","1,717,489","8,921,559",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,728,147","1,301,652","0,7352687","0,3077219",2,1,"249,231","1,569,859","1,883,331","0,000128152",1,1,1,Normal
0,"7,495,707",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,702,096",1,1,1,1,1,1,"148,808","1,542,938","1,717,489","8,918,483",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,727,634","1,292,686","0,7352687","0,3077219",2,1,"249,231","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,494,529",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,701,295",1,1,1,1,1,1,"148,808","1,542,938","1,717,489","8,911,177",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,726,609","1,292,686","0,7352687","0,3068251",2,1,"249,263","1,810,143","1,883,331","0,000128152",1,1,1,Normal
0,"7,493,744",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"870,53",1,1,1,1,1,1,"148,808","1,542,938","1,717,489","8,907,332",1,2,1,1,2,"1,435,017","2,637,785","1,234,299","1,726,609","1,302,293","0,7352687","0,3068251",2,1,"2,494,553","1,810,143","1,883,331","0,000128152",1,1,1,Normal
0,"7,494,136",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,715,311","8,903,486",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,726,609","1,302,421","0,7352687","0,3068251",2,1,"2,494,553","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,494,136",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,702,897",1,1,1,1,1,1,"148,808","1,542,938","1,715,311","8,903,486",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,726,609","1,302,421","0,7352687","0,3068251",2,1,"2,494,553","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,492,567",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,899",1,1,1,1,1,1,"148,808","1,542,938","1,715,311","8,903,871",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,726,609","1,284,488","0,7352687","0,3068251",2,1,"2,494,553","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,494,922",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,899",1,1,1,1,1,1,"148,808","1,542,938","171,608","8,901,948",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,726,609","1,273,985","0,7352687","0,3068251",2,1,"2,494,553","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,492,174",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,708,905",1,1,1,1,1,1,"148,808","1,542,938","1,717,746","889,618",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","17,293","1,271,295","0,7352687","0,3068251",2,1,"2,494,553","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,490,996",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,101",1,1,1,1,1,1,"148,808","1,542,938","1,717,746","8,887,721",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,730,069","1,273,985","0,7352687","0,3077219",2,1,"2,494,553","1,730,048","1,883,331","0,000128152",1,1,1,Normal
0,"7,493,744",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,902",1,1,1,1,1,1,"148,808","1,542,938","1,717,746","8,882,722",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,730,069","1,281,286","0,7352687","0,3075937",2,1,"2,494,553","1,730,048","1,885,254","0,000128152",1,1,1,Normal
0,"7,491,782",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,099",1,1,1,1,1,1,"148,808","1,541,143","1,717,746","888,08",1,2,1,1,2,"1,435,017","2,636,504","1,234,299","1,730,069","1,281,927","0,7352687","0,3069532",2,1,"2,496,155","1,730,048","1,885,254","0,000128152",1,1,1,Normal
0,"7,487,071",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,099",1,1,1,1,1,1,"148,808","1,541,143","1,720,437","8,876,954",1,2,1,1,2,"1,435,017","2,636,504","1,207,383","1,730,069","1,271,935","0,7352687","0,3082983",2,1,"2,496,796","1,730,048","1,885,254","0,000128152",1,1,1,Normal
0,"7,489,034",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"870,53",1,1,1,1,1,1,"148,808","1,541,143","1,720,565","8,871,572",1,2,1,1,2,"1,435,017","2,636,504","1,203,538","1,730,069","126,361","0,7352687","0,3086827",2,1,"2,496,796","1,730,048","1,885,254","0,000128152",1,1,1,Normal
0,"7,490,996",1,1,1,"2,634,581","8,447,706","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,899",1,1,1,1,1,1,"148,808","1,541,143","1,720,565","8,869,649",1,2,1,1,2,"1,435,017","2,636,504","1,203,538","1,730,069","1,261,432","0,7352687","0,3086827",2,1,"2,496,796","1,730,048","1,885,254","0,000128152",1,1,1,Normal
0,"7,490,604",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,899",1,1,1,1,1,1,"148,808","1,541,143","1,720,565","8,866,957",1,2,1,1,2,"1,435,017","2,639,708","1,226,609","1,730,069","1,280,902","0,7352687","0,3086827",2,1,"2,495,193","1,730,048","1,885,254","0,000128152",1,1,1,Normal
0,"7,487,856",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,701,295",1,1,1,1,1,1,"148,808","1,539,093","1,719,668","8,863,497",1,2,1,1,2,"1,435,017","2,639,708","1,245,834","1,730,069","1,291,277","0,7352687","0,3086827",2,1,"2,495,193","1,730,048","1,883,812","0,000128152",1,1,1,Normal
0,"7,489,034",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,899",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,860,805",1,2,1,1,2,"1,434,248","2,639,708","1,245,834","1,730,069","1,300,372","0,7352687","0,3086827",2,1,"2,494,232","1,730,048","188,285","0,000128152",1,1,1,Normal
0,"7,490,211",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,703,698",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,855,037",1,2,1,1,2,"1,434,248","2,638,105","1,245,834","1,731,479","1,302,677","0,7352687","0,3084265",2,1,"2,493,111","1,730,048","188,285","0,000128152",1,1,1,Normal
0,"7,492,174",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,708,104",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,856,191",1,2,1,1,2,"1,433,479","2,638,105","1,245,834","1,731,735","1,296,529","0,7352687","0,3084265",2,1,"2,493,111","1,730,048","188,285","0,000128152",1,1,1,Normal
0,"7,489,034",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,705,701",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,851,577",1,2,1,1,2,"1,433,479","2,638,105","1,245,834","1,731,735","1,282,951","0,7352687","0,3084265",2,1,"2,493,111","1,730,048","188,285","0,000128152",1,1,1,Normal
0,"7,491,782",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,902",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,849,269",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,731,735","1,272,832","0,7352687","0,3084265",2,1,"2,493,111","1,730,048","188,285","0,000128152",1,1,1,Normal
0,"7,492,174",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,704,099",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,850,038",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,731,735","1,271,679","0,7352687","0,3068891",2,1,"2,496,155","1,730,048","1,884,453","0,000128152",1,1,1,Normal
0,"7,489,819",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,101",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,841,964",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,731,735","1,290,124","0,7352687","0,3068891",2,1,"2,496,155","1,730,048","1,885,574","0,000128152",1,1,1,Normal
0,"7,492,174",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"870,53",1,1,1,1,1,1,"148,808","1,539,093","1,716,849","8,838,503",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","173,071","1,291,918","0,7352687","0,3068891",2,1,"2,496,155","1,730,048","1,885,574","0,000128152",1,1,1,Normal
0,"7,494,529",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,539,862","1,716,849","8,835,427",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","173,071","1,301,652","0,7352687","0,3068891",2,1,"2,496,155","1,730,048","1,885,574","0,000128152",1,1,1,Normal
0,"7,492,959",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,303",1,1,1,1,1,1,"148,808","1,540,374","1,718,515","8,834,273",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","173,071","1,301,396","0,7352687","0,3068891",2,1,"2,496,155","1,730,048","1,885,414","0,000128152",1,1,1,Normal
0,"7,493,744",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,540,374","1,718,515","8,831,581",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,728,659","1,292,046","0,7352687","0,3068891",2,1,"2,491,509","1,730,048","188,221","0,000128152",1,1,1,Normal
0,"7,492,567",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,709,706",1,1,1,1,1,1,"148,808","1,540,374","1,718,515","8,829,659",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,728,659","1,295,376","0,7352687","0,3068891",2,1,"2,491,509","1,730,048","1,882,049","0,000128152",1,1,1,Normal
0,"7,492,174",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,540,374","1,718,387","8,826,967",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,352","1,298,578","0,7352687","0,3068891",2,1,"2,491,509","1,730,048","1,880,447","0,000128152",1,1,1,Normal
0,"7,492,567",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,902",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,821,969",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,096","1,283,207","0,7352687","0,3062486",2,1,"2,491,509","1,730,048","1,880,447","0,000128152",1,1,1,Normal
0,"7,496,492",1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,101",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,817,355",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,096","1,282,183","0,7352687","0,3062486",2,1,"2,491,509","1,730,048","1,880,608","0,000128152",1,1,1,Normal
0,30,1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,816,586",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,096","1,286,153","0,7352687","0,3081703",2,1,"2,493,111","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,449,308","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,303",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,811,587",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,096","1,292,686","0,7352687","0,3084265",2,1,"2,493,752","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,446,745","3,190,977",0,1,1,1,1,1,"2,003,969",0,"870,53",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,808,511",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,096","1,292,686","0,7352687","0,3084265",2,1,"2,493,752","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,446,745","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,706,902",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,805,435",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,096","1,292,686","0,7352687","0,3084265",2,1,"2,493,752","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,446,745","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,705,701",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,801,974",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,728,788","1,275,906","0,7352687","0,3084265",2,1,"2,493,752","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,446,745","3,190,977",0,1,1,1,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,540,374","1,717,105","8,801,205",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,728,788","1,281,158","0,7352687","0,3084265",2,1,"2,493,752","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,448,347","319,354",0,1,1,1,1,1,"2,003,969",0,"8,707,303",1,1,1,1,1,1,"148,808","1,540,374","1,718,002","8,799,282",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,727,634","1,291,918","0,7352687","0,3084265",2,1,"2,492,951","1,730,048","1,883,171","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,448,347","319,354",0,1,1,1,1,1,"2,003,969",0,"8,704,099",1,1,1,1,1,1,"148,808","1,540,374","1,719,027","8,793,514",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,727,378","1,291,918","0,7352687","0,3084265",2,1,"249,215","1,730,048","1,881,409","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,449,308","319,354",0,1,1,1,1,1,"2,003,969",0,"8,704,099",1,1,1,1,1,1,"148,808","1,540,374","1,719,027","8,787,362",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,737","1,301,524","0,7352687","0,3084265",2,1,"249,215","1,730,048","1,881,409","0,000128152",1,1,1,Attack
0,30,1,1,1,"2,634,581","8,449,308","3,192,258",0,1,1,1,1,1,"2,003,969",0,"8,703,698",1,1,1,1,1,1,"148,808","1,540,374","1,719,027","8,784,286",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,726,737","1,295,632","0,7352687","0,3084265",2,1,"249,215","1,730,048","1,881,409","0,000128152",1,1,1,Attack
0,"7,491,782",1,1,1,"2,634,581","8,449,308","3,192,258",0,1,1,30,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,540,374","1,718,002","8,784,286",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,729,172","1,291,405","0,7352687","0,3084265",2,1,"249,215","1,730,048","1,881,409","0,000128152",1,1,1,Attack
0,"7,490,211",1,1,1,"2,634,581","8,449,308","3,192,258",0,1,1,30,1,1,"2,003,969",0,"8,707,703",1,1,1,1,1,1,"148,808","1,540,374","1,717,233","8,780,825",1,2,1,1,2,"1,433,479","2,638,105","1,226,609","1,729,172","1,291,405","0,7352687","0,3084265",2,1,"249,215","1,730,048","1,881,409","0,000128152",1,1,1,Attack
